,review_score,review_comment_message
11327,1,Não recebi o produto pois a loja não colocou meu sobrenome na identificação da entrega e o correios não entregaria para qualquer cristiane 
11328,5,Entrega adiantada ! Ótimo 
11329,3,"BOM ATENDIMENTO, FACIL DE COMPRAR ENTREGA RAPIDA."
11330,1,Realizei a compra de 3 unidades e recebi somente duas até o momento. Peço a gentileza de verificarem por favor.
11331,5,"Produto ótimo, entrega rapida, super recomendo"
11332,3,Bem gostei mais as bonecas so tem cabelo na frente e so nao troquei por que nao consegui.era presente e fiquei na mão.
11333,1,Pessiama loja e entrega que nao ocorreu ate hoje. Ja ultraoassado o prazo requerido.
11334,5,Foi td muito rapido fiquei ate surpreso!
11335,5,Excelente loja
11336,5,Maravilha 
11337,4,Ótimo produto para decorar a sua sala.
11338,2,"Gostei do design do produto, é bonito. Porém muito estreito o case, um dos meus hds externos não coube na largura. O case poderia ser mais largo, 1cm q fosse, para servir no geral os hds externos."
11339,1,A caixa do produto veio violada e não descrição da compra não informa que o cabo usb não vem junto.
11340,5,"Nunca tive problemas com as entregas desse site, e o produto sempre correto e no prazo!"
11341,5,Foi entregue no praso o produto o ótimo. 
11342,4,Ok
11343,5,otima
11344,5,Ótima a sim que presizar compra vou comprar 
11345,4,Produto de acordo com o anunciado.
11346,1,"não entregaram o produto que comprei, estou insatisfeita e quero meu dinheiro de volta "
11347,5,Hum..legal
11348,4,"Produto entre antes do prazo, valeu!"
11349,2,"Recebi apenas o lençol vermelho, o outro não."
11350,5,Tudo ok
11351,1,O MEU PRODUTO NAO CHEGOU
11352,5,Produto entregue no prazo. Recomendo 
11353,1,Meu produto não foi entregue ainda. E o vendedor não me dar nenhuma satisfação eu já mandamei vários email msg de reclamação é até agora nada foi feito 
11354,4,Eu gostei e compraria novamente 
11355,3,Ótimo
11356,5,Excelente vendedor. Muito rápido. Ótimo produto
11357,4,Excelente entrega super rápida! 
11358,5,"Produto de excelente qualidade, empresa top entrega antes do prazo , recomendo"
11359,5,excelente produto. Já estou usando e testando o controle cardíaco
11360,1,Efetuei uma compra de dois produtos iguais e veio a penas um e até presente data nada foi resolvido
11361,5,"Achei pequeno, mas farei o teste. "
11362,5,ótimo
11363,1,consta que meu pedido foi entregue mas nao chegou ha possibilidade de informar assinatura de quem recebeu no local???
11364,1,"Recebi o produto, porém, veio com defeito. Não funciona, nem se quer liga. Já comprei vários produtos pela Internet, inclusive das Lojas lannister. Estou insatisfeito com este q comprei. "
11365,1,recebi mais nao foi a marca que comprei nao comprp mais neste site pessimo e a entrega pioro
11366,3,Obrigada
11367,1,"Produto entregue não condiz com o produto comprado, péssima qualidade, assessório veio quebrado."
11368,3,Bom produto
11369,5,A cortina possui um tecido mil vezes mais bonito que o da foto. Estou muito satisfeita. É linda!
11370,2,tem quase um mês e eu não recebi o produto
11371,4,"Bom produto e preço justo.

"
11372,4,"Era de 12 dias e recebi quase um mês, não culpo a loja em si. Agora as lannister tem que ir em cima dos correios pois a capa chegou 1° que o celular. Obrigado a targaryen foi bom."
11373,5,"Adorei , foi exatamente oque eu esperava."
11374,5,O produto foi entregue antes da expectativa.
11375,5,"Bom preço e ótima logística! Super recomendo,!!"
11376,5,Ok
11377,4,Bom custo benefício e acabamento. 
11378,1,"Meu produto não chegou. Isso gerou estresse e eu não estou conseguindo fazer a devolução. Caso isso aconteça, vou por na justiça."
11379,3,"A maleta é bonita, porém, veio cheia de riscos e algumas falhas na parte de metal."
11380,5,"Tudo trancscorreu tranquilamente.
Excelente serviço."
11381,5,Produto foi entregue no prazo.
11382,5,Super recomendo entregou antes do prazo determinado muito obrigado 
11383,4,"apesar do pacote ter sido fraco e ter se rasgado no transporte, o produto veio correto e sem nenhum estrago, o mais legal foi o tempo em que foi entregue, muito curto."
11384,1,Infelizmente comprei a segunda vez pois não vi o nome da loja. Demora muito a entregar e não há comunicação com o cliente. Péssima loja. Não voltaria a comprar e não recomendo a ninguém!
11385,1,Nao cumpre o prometido
11386,4,Tudo boem
11387,5,Amei exatamente como eu queria 
11388,5,Produto entregue antes do prazo.
11389,5,gostei do produto.
11390,1,"A capa vendida não é igual à apresentada na foto... Tudo diferente... Furação, textura, acabamento, forma/design...
É lamentável como a turma aqui nesse país gosta de passar a perna..."
11391,1,produto nao veio nem nota foi emitida
11392,5,Meu neto adorou!
11393,5,Os correios informou ontem dia 25 que o produto estava a cinco dias esperando retirada e foi devolvido dia 24/10 mas só recebi essa informação ontem
11394,1,O produto não chegou na data e não recomendado é nem compro mais nenhum produto
11395,5,Produto excelente. Entrega antes do prazo.
11396,5,"recomendaria a qualquer amigo,pois é muito rapido e pontual."
11397,5,Bom
11398,4,Ótimo atendimento.
11399,5,"Chegou bem antes do prazo, portanto, super pontuais."
11400,3,Me pareceu velho. O contato da bateria está enferrujado e não funcionou quando liguei. Tive que abrir e lixar a parte metálica que encosta na bateria.
11401,1,Comprei um jogo de latas e recebi MARMITAS! 
11402,5,Excelente!!
11403,4,Ok
11404,1,"Recebi a boneca Gui Gui, mas a coqueteleira Frida não. Aguardo verificação e retorno."
11405,1,"Recebi o pingente com defeito, quebrado."
11406,5,Ok
11407,5,"Produto bom, cumpre o que promete!! Entrega muito rápida!! Recomendo"
11408,5,Entrega chegou antes do prazo.
11409,5,Entrega rápida 
11410,5,"Bom dia!?!
Recomendo sim.
Foi um excelente negócio.
Confiança total."
11411,4,Tudo correu bem. O produto chegou antes do prazo informado e em perfeitas condições de uso. Recomendo a loja.
11412,5,Recebido antes do prazo previsto.
11413,1,Não entregar na data marcada e nem justificar é desrespeito! O boleto foi pago na data. Portanto ...
11414,1,"Recebi o produto quebrado, e até o momento não recebi nenhuma posição dos fornecedores.
Uma semana sem nenhum atendimento de qualidade."
11415,5,"entrega no prazo correto produto em otima qualidade super satisfeita com a minha compra
muito feliz pelo o produto adquerido tanto na entrega como na qualidade do material recebido "
11416,1,"Comprei dois fones de de ouvido e só recebi um, ainda sem funcionar, estarei devolvendo na próxima segunda feira."
11417,1,Produto não corresponde às expectativas 
11418,5,Entrega super rápida e a qualidade dos produtos muito boa.
11419,5,Show de bola...
11420,2,Compramos um kit com 2 produtos - tinta colorida e tinta preta para impressora. Recebemos apenas a tinta preta até o momento. 
11421,3,"O PRODUTO CHEGOU NO PRAZO, PORÉM, NO ÚLTIMO DIA DO PRAZO. DEMOROU MUITO, PODERIA SER MAIS RÁPIDO."
11422,5,Produto bom e entrega super rápida! 
11423,5,fis uma execenti conpra muito bem atendido valeu 
11424,5,Tudo ocorreu como esperado. 
11425,5,Entregue antes do prazo.
11426,5,"Produto de otima qualidade, chegou muito rapido"
11427,5,"O relógio é muito delicado, charmoso, LINDO, um mimo. ADOREI!!!"
11428,4,Produto de qualidade e entrega rápida 
11429,5,Produto entregue no prazo.
11430,5,Otimo produto
11431,1,"- mp3 player ok (entregue)
- blend barba de respeito (Não foi entregue)"
11432,4,Apesar da demora na entrega chegou dentro do prazo e está tudo correto.
11433,5,Obrigado!
11434,5,Td certo.Produto e prazo de entrega.
11435,3,Prestou atendimento quando solicitado.. mas demora na resolução do mesmo.
11436,1,"Preciso saber onem retirar o produto, não consigo falar com ninguém "
11437,2,Não recebi a capa De sofá. Estou aguardando e não estou informada de quando virá
11438,1,HAVIA COMPRADO ESTE RELOGIO PARA PRESENTEAR MEU FILHO E SEU ANIVERSARIO ESPERO RECEBER UM VALE COMPRAS PARA ESCOLHER OUTRO RELÓGIO POIS FUI INFORMADO QUE O PARCEIRO NÃO TEM O PRODUTO OFERECIDO.
11439,5,"Recomendo a todos. Produto de excelente qualidade, entrega rápida, preço justo."
11440,4,A entrega foi realizada antes do prazo. Não gostei muito da qualidade do produto porém atendeu minhas necessidades... 
11441,3,minha opinião .tive que perder um dia de trabalho pra ir no correio buscar sendo que paguei o frete pra receber em casa .mas tudo bem fui la peguei a encomenda .a encomenda chegou antes do praso .
11442,5,"muito bom, recebi o produto antes do prazo estabelecido."
11443,5,CHEGOU ANTES DO PRAZO
11444,4,"O produto chegou no prazo e veio conforme anúncio, mas tem uma pequena parte que veio com um pouco de ferrugem. Como não é nada que fica visível e o produto é bonito, gostei."
11445,5,Tudo certo !
11446,5,"Estou muito satisfeita com a loja, obrigada!!!!"
11447,5,Muito bom
11448,4,Tudo correu muito bem. o que não entendo é o preço muito mais alto do que começou a ser cobrado pelo mesmo produto no dia seguinte.
11449,4,Serviço eficiente Ok 
11450,1,Foi entregue um cartucho colorido 901 no lugar do Preto 901 XL. Solicito orientação para a troca do produto.
11451,4,"Bom custo beneficio, cadeira boa porém veio faltando um parafuso, vieram dois a mais porem maiores , não serviram. Montagem super fácil."
11452,5,EXCELENTE
11453,5,Tudo ok 
11454,5,Gostei do produto e chegou antes do prazo!
11455,3,"O vendedor entrou em contato comigo, informando que houve um problema na Anvisa com o rótulo desse produto e eu não receberia. Não entendi bem, mas achei atencioso. Recomendo a loja, não o produto. "
11456,5,Chegou tudo certinho nos conformes muito bem
11457,5,"Já uso esse produto há um bom tempo, sempre faço pesquisa de preços e acabo comprando na lannister, e entrega é super rápida."
11458,1,Comprei um produto de 250m e recebi um produto 100m
11459,5,Muito bom
11460,5,Gosto muito decomprar na stark bom preço e entrega rápida. 
11461,2,produto fora da minha expectativa 
11462,1,"Consta no rastreamento dos correios que foi encaminhado para a minha cidade Ribeirão Bonito, mas o recebimento foi na cidade de Sorocaba-sp. Em contato com os correios foi entregue p Juliana."
11463,5,"O produto é bom e chegou em menos de uma semana, porem achei que era um aparelho de depilar e ele apenas apara o pelo, bem rente a pele, mas o pelo continua lá. "
11464,5,"Produto perfeito entrega rápida... recomendo
"
11465,5,"SUPER RECOMENDO!
POLTRONA LINDA, RESISTENTE E OTIMO PREÇO!!!"
11466,1,Comprei dois produtos e só recebi um. Paguei por dois e só recebi ate agora um ja com a npta fiacal na embalagem! Ja escrevi para o baratheon e ninguem me responde! Swndo assim ja estou passando o caso
11467,3,"Produto Bom e Bonito, mas na descrição do produto na compra era 100% Algodão e veio 80% Algodão e 20% Poliéster, única coisa a reclamar me senti um pouco enganado."
11468,1,O produto não chegou
11469,5,Entrega efetuada antes do prazo. Excelente atendimento.
11470,5,"Mercadoria bem embalada e chegou antes do prazo.
"
11471,5,otimo
11472,5,"Produto ótimo, chegou certinho e um detalhe , sem risco , td nos conforme "
11473,5,Ótimo produto 
11474,5,"Entrega rápida e produto excelente, recomendo."
11475,4,Comprei também uma resistência avulsa para o chuveiro no site lannister.com.br. Pode ser de outra loja no site ( marketplace). Mas este produto não recebi ainda.
11476,5,Produto OK e entrega super rápida
11477,1,"comprei o produto há mais 25 dias e ainda não chegou, sem mesmo ter qualquer informação sobre o seu encaminhamento."
11478,4,"Uma compra simples, e uma entrega dentro do prazo esperado. O produto parece de boa qualidade. Com mais dias de uso, claro, poderia dar uma opinião mais adequada."
11479,3,Não sei que haverá acontecido os demais chegaram 
11480,5,Produto de qualidade excelente. Design exuberante. Ótimo...
11481,5,"Muito bom, chegou bem antes do prazo"
11482,5,"Muito bom, gostei"
11483,1,A caixa transporte não foi entregue e o pedido aparece baixado
11484,1,"Comprei e paguei por uma cadeira giratória com braço e recebi uma cadeira sem braço! Quero devolver o produto, não supre a minha necessidade "
11485,5,Excelente prestação de serviço.
11486,5,"Achei o produto excelente, porem nas fotos do site não informa que é produto Chinês, que aparentemente parece ser bom."
11487,2,Estou esperando o pedido
11488,5,Produto muito bom mais o prazo nao.foi cumprido 
11489,5,"A empresa entregou de forma rapida e no prazo, sem contratempos"
11490,1,Demorou para informar que o pedido tinha sido cancelado. Perdi o prazo para comprar novo presente pro meu sobrinho. Não gostei da postura e ainda não fui ressarsida
11491,5,"O Produto chegou antes do prazo, a compra foi prática e rápida."
11492,1,Demora a entrega do produto
11493,1,não recebi o produto
11494,5,otimo
11495,5,Deu tudo certo
11496,2,"Muitas rebarbas na hélice do produto, risco de corte/ acidente ao manusear. Se soubesse não teria feito a aquisição."
11497,4,"Me entregaram o produto certo, dentro do prazo."
11498,5,"Produto entregue rapidamente, em menos de uma semana, e de ótima qualidade, conforme descrito no site. A torneira é linda!"
11499,4,Veio super rapido excelente
11500,5,Satisfação garantida e produto entregue com rapidez e eficiência
11501,5,Prático e bom!
11502,5,"Produto muito bom, superou minhas expectativas!!!"
11503,5,excelente produto
11504,5,"Produto bem embalado com NF,tudo bem certinho.Parabéns."
11505,4,"Gostei, pequeno, delicado e lindo!"
11506,5,bem rapido
11507,4,produto de qualidade agilidade na entrega
11508,1,"Comprei um tapete de avião azul e entregaram um tapete de urso marrom.

Descrição do tapete comprado: Tapete Infantil Avião 98cm X 68cm Para Quarto De Pelúcia Azul Royal.

"
11509,1,Produto não veio lacrado veio faltando peça...
11510,5,o produto veio antes do tempo e bem embalado.
11511,5,Gostei muito da loja recomendo. 
11512,5,Todas as expectativas foram atendidas.
11513,4,Recebi no prazo e tudo correto parabéns totalmente satisfeito 
11514,5,"Produto ótimo e a entrega foi rápida, antes do prazo"
11515,4,bom produto recomendo a todos esta loja
11516,1,Produto ...bom..como eu esperava..com o no anúncio
11517,5,"Preço bom, descrição do produto muito bom e entregou antes do prazo."
