,review_score,comments,sentiment
5310,5,receb produt ant praz estipul tud perfeit ótim atend,1
5311,2,entreg soment pess,0
5312,1,empr terc targaryen confia ved produt pag esper receb corr atr reembols recom jeit nenhum empr su,0
5313,4,vend entreg tud ótim praz men estipul infeliz perfum fiq um 15 ano compr fragr mud pen fic comum,1
5314,5,receb produt bem ant praz produt vei corret conform fot anúnci bem embal,1
5315,5,x,1
5316,5,sup recom sempr uso perfum gost bast,1
5317,4,entreg combin,1
5318,1,produt repl mater frágil pag 125 quas 30 fret répl enquat loj 250 arrepend soub nunc compr aq recomend horr gost,0
5319,3,receb praz acord satisfeit produt,0
5320,4,bom,1
5321,5,consig fal,1
5322,4,produt lind,1
5323,5,ta fas test,1
5324,5,gost compr loj lannist pra rápid produt cheg ant praz entreg recom,1
5325,5,recom maravilh entreg ant praz ame,1
5326,5,trat tramontin precis apresent produt bom seguranç co fundament fix fac firm duvid fix lo pared,1
5327,5,produt bom entreg ant praz excel vend recom,1
5328,5,parabém envi entreg sup rápid loj parc efici nunc vi igual melhor própr stark,1
5329,4,compr relógi pret porém cheg vermelh resolv fic ter combin quart,1
5330,1,infeliz entreg model difer compr inferi barat lament,0
5331,4,receb man rápid efici,1
5332,4,problem correi entreg invent tentar 3 vez sucess tant ment mand cart dia 16 01 notific retir 15 01 pod,1
5333,4,cheg ant previst bom,1
5334,5,entreg rápid gosteil,1
5335,2,fret alt,0
5336,1,muit dem entreg,0
5337,5,sit confia,1
5338,1,produt entreg err receb produt compr,0
5339,4,mater bom,1
5340,5,maravilh,1
5341,1,produt mangu magic 5m 15m apresent seguint problem cab arranh vár part mangu mort ferr saind mangu solicit nov aguard,0
5342,5,otim,1
5343,5,sup recom loj produt cheg bem ant dat prev perfeit est,1
5344,5,entreg perfeit log est compr outr produt obg,1
5345,5,sim,1
5346,5,bom,1
5347,5,produt lind entreg rápid recom,1
5348,1,aind receb produt acredit culp vend sim correi urg produt encontr par corr dat dat,0
5349,1,compr 2produt receb 1 aguard ate agor ja tent entr contat nad aind,0
5350,4,cheg ant praz bom,1
5351,3,apes praz entreg falt inform quant and post produt deix desej soment encaminh hav desist compr,0
5352,1,dat pres receb produt demor arrepend ter feit compr,0
5353,5,produt otim corr tud bem,1
5354,4,produt entreg ant praz,1
5355,5,entreg feit ant praz tud corret além ame bols,1
5356,3,1º compr parc targaryen lannist ach tend problem correi enquant poss avali,0
5357,1,receb soment relógi coruj receb relógi pret espor entant statu entreg const produt entreg assim solicit esclarec,0
5358,1,2 4 sensor func ja feit tod test produt funcion,0
5359,5,cheg rap q esper,1
5360,5,lind co sal fic lind,1
5361,4,produt entreg temp record conform descrit anúnci,1
5362,3,bom vend,0
5363,5,cheg tud cert produt prrfeit est recom,1
5364,1,aind receb encomend,0
5365,1,compr relógi mand outr,0
5366,4,suport prát util muit funcional,1
5367,5,fiq satisfeit facil compr,1
5368,3,películ ruim péss qual tamanh cert celul,0
5369,5,ador compr cheg rápid,1
5370,1,compr dia 29 11 dat entreg dev 12 12 porém hoj 14 12 mercad entreg transport precis inform corret sobr receb,0
5371,2,vão entreg,0
5372,1,poss recomend poi receb produt,0
5373,4,entreg perfeit mater bom tamanh err serv vou fic outr pesso tamanh m pequen,1
5374,5,produt bom relat preç,1
5375,5,cheg ant dat produt bom reclam faz embal parec tir lixa,1
5376,5,excel produt recom,1
5377,5,prim compr fiq satisfeit,1
5378,4,gost kit agor experiment,1
5379,5,not 1000,1
5380,5,sup recom,1
5381,5,entreg rápid produt excel qual,1
5382,5,tud cert entreg ágil,1
5383,4,sim refer celul cap cour atend expect películ vei err lg k10 pro tel 5 7mm películ vei pro k10 nov 5 3mm,1
5384,1,aind nao receb produt ja dev ter cheg começ fic desapont sit lannist,0
5385,4,tud cert,1
5386,3,produt cheg ant praz vei produt compr,0
5387,5,receb aind instal vei conform imagin lind esper funcion perfeit,1
5388,5,otim produt ame,1
5389,2,produt chin marc targu verd fabric,0
5390,5,receb produt ant praz previst perfeit est bem embal total satisfeit,1
5391,1,bem esper,0
5392,5,luminár simples lind,1
5393,1,fiz cancel ped ant envi assim fiz envi produt produt devolv,0
5394,5,produt cheg perfeit est ant praz entreg,1
5395,5,ador combin sal,1
5396,4,satisfeit,1
5397,4,otim som luz frac entreg mal educ,1
5398,5,prát uso sac plás poi lev recicl limp cad lix p carr cole lix condomíni compr tb branc pret p orgân recicl,1
5399,1,praz produt cheg dia dat agor receb,0
5400,5,cheg rápid bols boa qual tamanh ótim pra viaj,1
5401,5,parabém continu assim ecel trabalh,1
5402,4,produt entreg dentr praz comec us pouc temp esper result desej,1
5403,4,compr caix som nao cheg voc fal iri cheg dia 18 ate agor nad quer problem sej resolv nao ire procur direit,1
5404,5,tud ok,1
5405,2,receb aind produt,0
5406,1,aguard produt,0
5407,4,bom,1
5408,5,produt absolut bem embal caix preç ach q répl lev relojo profiss assegur peç orig q msm fornec,1
5409,5,dentr praz,1
5410,2,infeliz encontr internet loj pod vend diz produt ped final ped client fic merc praz entreg sempr cumpr,0
5411,5,not 10,1
5412,1,coloc perfum vend aprov fal estoqu,0
5413,3,compr cest roup desn,0
5414,5,lev confort,1
5415,5,produt entreg praz bem embal costum duvid recom,1
5416,3,nao gost porqu dem entregu compr outr produt cheg tud cert prox talv cheg ant praz,0
5417,5,rap pra,1
5418,5,bom,1
5419,5,ótim produt recom,1
5420,5,produt ótim qual preç just,1
5421,1,der praz 26 dia entreg rest 4 inform possível entreg produt simples ridícul,0
5422,5,produt perfeit cheg bem ant praz super expect parabém,1
5423,3,produt marc dia 12 12 agor receb,0
5424,5,produt cheg praz ótim qual,1
5425,5,entreg rápid produt perfeit est,1
5426,3,infeliz embal baralh vei rasg vai pres vou ter q entreg aniversari rasg poi temp troc cheg dentr praz,0
5427,4,ach fret aqu pra cidad car algum cois desist compr caus val fret tud bel,1
5428,1,indign pres natal filh compr anteced cheg,0
5429,5,recom cheg dat cert,1
5430,1,entreg ped,0
5431,5,bom gost compr,1
5432,1,compr dess it lembr músic am c i l d,0
5433,5,bom cheg praz cert rápid ador,1
5434,5,produt boa qual vei bem embal próx compr obrig,1
5435,2,pen ter cheg ant natal esper cheg ano nov,0
5436,3,dev inform hor compr entreg local,0
5437,5,receb ant praz,1
5438,4,aaprelh atend expect auxili trat fisioterap,1
5439,5,produt entreg praz consider períod grev correi adiç produt exat solicit sug empr idône,1
5440,4,opin falt man instruç lantern,1
5441,1,compr pag entreg,0
5442,5,cheg ant previst tud cert,1
5443,4,receb corret,1
5444,4,produt bom porém compr sit inconveni ter sab produt ness cas fort resist vou ter us períod avali melhor,1
5445,5,produt barat cheg bem ant praz,1
5446,1,compr relógi vei ped tud indic ê falsific gost,0
5447,1,sei caus correi fat sei vou receb produt poi lojist entr contat comig após reclam,0
5448,3,produt vei difer compr ja fiz devoluç,0
5449,1,atras entreg dar satisf client cert escolh produt cuid melhor expect falt consider,0
5450,5,gost bast,1
5451,3,entreg rap,0
5452,3,produt devolv ato entreg nao correspond ninh necess,0
5453,5,produt corret bem embal entreg praz,1
5454,5,produt conform esper bom recom,1
5455,1,produt vei err outr model troc,0
5456,5,lind ades ótim qual ador,1
5457,1,produt otim lannist deix desej produt cheg dentr praz 16 dia praz temp esper tamb um produt vei err,0
5458,5,entreg rápid bem ant previst ame bíbl excel produt qual bem embal cheg tud cert,1
5459,3,boa,0
5460,3,receb produt,0
5461,5,produt entreg bem ant praz parabém not dez tod quesit grat marcel,1
5462,5,receb produt falt doi parafus part assent ret faç assim problem gost cade mater bom bonit praz ótim entreg,1
5463,5,excel compr produt qual entreg rápid recom,1
5464,5,ótim,1
5465,5,orig qual superi,1
5466,5,desd compr entreg atend 10,1
5467,5,entreg dentr praz estabelec produt corret,1
5468,3,compr dua unidad entreg soment,0
5469,2,compr kit colch cortin hoj cheg produt,0
5470,1,dem entreg produt ruim resum gost,0
5471,5,ach entreg através transport rápid,1
5472,4,entreg rápid produt bem embal,1
5473,5,client americ temp sempr efici tant vend entreg dest vez difer satisfeit obrig americ,1
5474,4,bem atend negoci norm,1
5475,5,vei crianç mai 3 mes bb mê,1
5476,5,receb praz satisfeit recom sit,1
5477,1,aguard respost vc,0
5478,5,entreg falt ped 2 lndf falt,1
5479,5,excel,1
5480,5,excel entreg sup rápid parabém recom,1
5481,5,entreg ant praz,1
5482,4,ótim compr,1
5483,5,tud perfeit atend produt entreg bem ant dat prev,1
5484,4,ótim,1
5485,1,statu diz ja entreg agor cad produt,0
5486,4,aind puls sei baix qual produt bonit,1
5487,5,mater otim bom cust benefici cheg ant praz,1
5488,5,encomend entreg bem ant praz recom tod,1
5489,1,comprel 2 it receb películ vidr,0
5490,5,produt excel entreg ant praz,1
5491,5,melhor compr fiz,1
5492,3,receb cade corret porém vei pequen rasg part superi encost,0
5493,3,bom dia efet compr 4 kit mol 18cm cod klj34634 cheg soment 3 kit aguard soluç problem,0
5494,5,ótim produt entreg ant praz,1
5495,5,satisfeit,1
5496,1,nao receb,0
5497,1,fiz compr produt present pesso após algum dia compr produt pass inform indispon val descont cart produt entreg,0
5498,1,encomend pag 2 unidad produt películ vidr 3d mot x4 soment entreg,0
5499,5,recom,1
5500,5,gost receb 1 cop nf dev ter extravi,1
5501,5,bom atend pen correi demor tant temp entreg,1
5502,4,entreg ant praz,1
5503,1,compr 2 cartuch entreg apen 1 unidad dispon devolv precis reembols val correspond,0
5504,1,bom gost receb produt esa prim vez acontec,0
5505,3,gavet vei cor err compr cor ros pink tal abunci cheg cor ros bebê,0
5506,4,otim,1
5507,4,produt cheg direit praz corret,1
5508,3,not 10,0
5509,1,gost atras porqu pres natal,0
5510,1,receb menos nenhum notific destin produt falt respeit client,0
5511,4,produt cheg praz porém caix amass entreg quebr pedaç atrás afet uso atrás reclam val alert empr entreg,1
5512,5,ótim produt bem embal entreg rápid recom,1
5513,1,vei esper,0
5514,5,satisfeit,1
5515,4,bom,1
5516,5,agrad poi faz barulh qnd mex cam parec q plás colchã cont q soa gost imag parec q tec qnd cheg vê q plás,1
5517,1,compr relógi cheg outr quer faz troc,0
5518,5,excel produt loj compet produt entreg ant praz elogi nunc problem compr parabém lannist,1
5519,5,excel,1
5520,4,compr vár vez aind vou compr,1
5521,5,bom compr tranquil,1
5522,1,ha 1 me esper produt qu númer pra fal atend lannist grav nunc,0
5523,5,produt bom esp ador entreg sup rápid parabém baratheon,1
5524,5,sempr entreg ant praz ótim atend,1
5525,3,produt boa qual bloc encaix direit qualqu mov faz desfaz tud mont pen esper alg melhor,0
5526,5,sempr compr loj amaric nunc problem sup confi,1
5527,2,problem entreg mercad entrg,0
5528,5,hav feit comunic q receb mal entend corr tud bem obrig,1
5529,5,entend porqu ped trê mercad ped receb aind aguard dop cab poss diz ped tod entreg vez receb soment produt,1
5530,4,gost sab acontec,1
5531,1,loj lannist possu produt loj qu envi parc targaryen soment doi mes após compr procur diss ter produt dispon quer produt,0
5532,2,produt aprensent mesm qual imag internet,0
5533,4,entreg demor precis reclam cheg tud bem parc entreg americ rap,1
5534,5,entreg ant dat prev excel parabém,1
5535,5,compr produt dia 15 05 dia 21 05 receb qual rapid top,1
5536,5,excel produt entreg praz obrig,1
5537,5,ame produt ame compr ness sit fácil faz compr cheg praz melhor aind bem ant praz parab compr ness sit ah preç tbm ótim,1
5538,3,cancel compr quer estorn,0
5539,5,produt cheg cert recom tod,1
5540,2,produt const entreg correi rj desd dia 20 03 aind saiu entreg,0
5541,2,recom poi pras entreg long poi compr produt dia dat cheg dia dat muit dem poi compr outr sit receb produt máx 10 dia ut,0
5542,4,boa,1
5543,4,recom,1
5544,5,bom,1
5545,1,compr 3 cade tod vier falt peç nao consegu solic troc sit dá err conex consegu telefon soliciit mail nao receb retorn insatisfeit,0
5546,5,vei sel import,1
5547,4,produt otim qual atend exel,1
5548,1,compr produt gost devolv faç,0
5549,5,bom produt fácil mont pret compr outr cois,1
5550,5,produt lind pouc frágil fot parec resist entreg not 10,1
5551,5,ótim produt,1
5552,5,cheg ant praz,1
5553,1,produt cheg rastr aparec err process entreg,0
5554,4,ótim,1
5555,5,sup rap,1
5556,5,bom ter adquir produt,1
5557,5,bom mor nort sempr dem cheg cois aqu bem rapid,1
5558,3,gost dem,0
5559,4,tud cert ok,1
5560,3,perfum orig boa fix porém embal extern caix branc apen nom perfum escrit test mostru loj desagrad present,0
5561,2,regul,0
5562,3,receb autotransform control entreg,0
5563,1,gost qual produt fin peç toalh pess qual,0
5564,3,produt vei metad falt mercad,0
5565,5,recom tod,1
5566,1,nao receb cap ant poe cancel bolet,0
5567,5,mercad perfeit recom tod parabém trabalh vc,1
5568,5,atend rápid praz,1
5569,2,pag entreg feit resid retir correi,0
5570,1,aguard produt,0
5571,5,obrig atend,1
5572,4,ja coment anteri,1
5573,5,excel preç serviç,1
5574,3,loj boa infeliz dem pra entreg,0
5575,3,produt compr troc outr final cert,0
5576,1,produt cheg diverg relaç inform sit sobr funcion falt bot redu veloc,0
5577,5,recomend produt atend not 10 entreg ant praz vou compr,1
5578,2,esper entreg jog toalh vei,0
5579,4,func bem sistem linux window,1
5580,1,aind receb produt chate,0
5581,5,parabém compr produt qual cheg dia outr,1
5582,4,cortin lindaa tud ok praz cert,1
5583,5,lind,1
5584,4,bonit relógi dour dev especific cor tom dour bonit,1
5585,5,bom,1
5586,4,tud ok,1
5587,5,entreg rap tud ok produt recom,1
5588,4,produt atend bem propósit func bom,1
5589,5,ótim compr produt,1
5590,5,ótim produt entreg rápid super expect,1
5591,3,praz abril aind aguard,0
5592,1,quer faz devoluç proced favor,0
5593,3,ped cheg dentr praz cap perfeit correspond model xa1 sony xper infeliz películ correspond model fic pequen,0
5594,5,maravilh,1
5595,5,entreg efici,1
5596,2,produt baix qual,0
5597,1,gost mater produt acab ruim not imperfe,0
5598,1,receb produt pist cade abr solicit devoluç cancel vend loj nenhum motiv vou fic prejuíz poi atend,0
5599,5,sup recom,1
5600,1,vei err compr 2 unidad vei soment 1,0
5601,2,receb produt aind,0
5602,4,cheg praz produt boa qual,1
5603,2,produt,0
5604,5,podi experi compr,1
5605,2,precis devolv exten porqu coub faz encaix portã hav compr sit tom cuid peg model total difer faç,0
5606,1,question relogi cord,0
5607,5,bom produt excel praz entreg ant promet,1
5608,5,satisfeit recom,1
5609,5,otim,1
5610,5,cheg grit ped ant praz obrig,1
5611,5,cheg esper nad reclam produt qual bem acondicion,1
5612,5,bom produt filh ador,1
5613,5,ótim produt cheg praz,1
5614,5,sempr ótim atend,1
5615,5,peç desculp avali anteri ond infomeiuqu aind hav receb produt verdad port prédi,1
5616,3,realiz outr compr internet dat posteri compr receb produt logís deix desej,0
5617,5,gost cheg praz burocrac,1
5618,5,excel cheg sup rápid produt ótim,1
5619,5,entreg ant praz,1
5620,4,entreg praz,1
5621,5,produt simpl enquant ta tud cert,1
5622,5,sempr compromiss client rapid educaca,1
5623,5,entreg ant praz showwwwww,1
5624,5,bom produt entreg feit ant praz recom,1
5625,4,feliz compr produt otim qual,1
5626,5,ame lind corr pres,1
5627,3,falt peç pra coloc pé cade,0
5628,5,bom parab,1
5629,5,excel atend,1
5630,5,entreg bem ant praz doi dia útel após compr recom,1
5631,5,otim produt,1
5632,5,super espect abajur ótim tamanh lind entreg feit ant praz satisfeit,1
5633,1,pox so quer produt,0
5634,4,cheg dentr praz dad entreg cas mãe ent aind vi produt vei cert ire ver fim mê segund cert to torc pra,1
5635,5,receb praz,1
5636,5,,1
5637,4,gost faz compr ness loj,1
5638,5,boa,1
5639,5,compr recom,1
5640,5,produt qual bem embal alem lind ame entreg sup rápid,1
5641,5,satisfeit entreg chate segund entreg q ate moment nao receb residenc receb mail imprevist ness entreg aguard respost,1
5642,5,loj boa,1
5643,4,cumpr promet,1
5644,5,ótim loj,1
5645,5,produt excel alt qual sup resist,1
5646,5,compr sup fácil entreg praz mercad ord recom,1
5647,1,fiz compr const doi relógi receb relógi frac nível camelô caix vei dentr sac tec,0
5648,5,compr nov,1
5649,5,peg promoç loj excel produt satisfeit,1
5650,5,ador perfeit entreg n praz,1
5651,5,entreg praz produt bem embal melhor esper sup recom prest,1
5652,1,ate moment aln prudut gost sab vou receb,0
5653,5,agradec,1
5654,5,encomend entreg bem ant praz exel qual satisfeit empr,1
5655,5,excel recom,1
5656,3,aind receb atras nunc acontec sempr cheg ant praz,0
5657,5,produt vei var aind vou mand instal produt bonit vei conform anunci,1
5658,5,,1
5659,2,compr 6 unidad entreg apen 1,0
5660,5,gost compr sat,1
5661,4,produt atend maior configur orig send funç memór func dev,1
5662,4,produt cheg praz previst embal orig bem acondicion,1
5663,5,sh,1
5664,5,produt bom esquent bem potencializ efeit produt cabel,1
5665,1,pass praz aind,0
5666,5,recom,1
5667,5,òtim serviç,1
5668,2,receb relógi cronometr receb argol olímp,0
5669,1,poss coment poi aind receb nad,0
5670,1,quer cancel,0
5671,5,produt entreg 1 dia ant praz otim serviç,1
